datetime,Temperature (°C),Precipitation (mm),Wind Direction (deg),Wind Speed ​​(m/s),Barometric Pressure (hPa),Sea Level Pressure (hPa),Humidity (%),Insolation (MJ/m^2) per hour,Sunlight (Sec) per hour
2021-02-01 16:00:00,6.0,1.7,273.0,2.6,1009.5,1014.4,92.8,0.22999999999999954,0.0
2021-02-01 17:00:00,5.35,1.7,284.55,3.25,1010.2,1015.1,92.45,0.03000000000000025,0.0
2021-02-01 18:00:00,4.35,1.7,271.2,2.25,1011.1,1016.0,91.35,0.0,0.0
2021-02-01 19:00:00,3.8,1.7,261.75,3.1,1012.2,1017.2,92.35,0.0,0.0
2021-02-01 20:00:00,3.05,1.7,273.1,2.7,1013.0,1018.0,92.55,0.0,0.0
2021-02-01 21:00:00,2.3,1.7,270.70000000000005,3.05,1014.1,1019.1,81.25,0.0,0.0
2021-02-01 22:00:00,1.4,1.7,278.1,3.55,1015.5,1020.5,67.6,0.0,0.0
2021-02-01 23:00:00,-0.7,1.7,285.95000000000005,4.1,1016.8499999999999,1021.95,70.5,0.0,0.0
2021-02-02 00:00:00,-1.7,0.0,306.75,4.7,1017.9,1023.0,61.2,0.0,0.0
2021-02-02 01:00:00,-2.55,0.0,299.65,4.2,1018.2,1023.3,45.0,0.0,0.0
2021-02-02 02:00:00,-2.95,0.0,283.29999999999995,3.4,1019.1,1024.2,45.4,0.0,0.0
2021-02-02 03:00:00,-3.7,0.0,295.65,4.45,1019.5,1024.6,42.4,0.0,0.0
2021-02-02 04:00:00,-4.7,0.0,302.35,4.9,1020.2,1025.4,38.2,0.0,0.0
2021-02-02 05:00:00,-5.45,0.0,303.5,4.05,1020.5,1025.7,38.3,0.0,0.0
2021-02-02 06:00:00,-6.2,0.0,304.0,4.1,1021.3,1026.5,40.349999999999994,0.0,0.0
2021-02-02 07:00:00,-6.7,0.0,302.79999999999995,4.0,1021.8,1027.0,38.2,0.01,720.0
2021-02-02 08:00:00,-6.6,0.0,302.79999999999995,3.95,1022.4,1027.6,38.349999999999994,0.44,3540.0
2021-02-02 09:00:00,-5.7,0.0,299.1,4.0,1022.7,1027.9,36.5,1.1,3540.0
2021-02-02 10:00:00,-4.9,0.0,303.95000000000005,4.5,1023.1,1028.3,34.5,1.65,3540.0
2021-02-02 11:00:00,-4.2,0.0,303.15,4.65,1023.2,1028.4,33.2,2.08,3540.0
2021-02-02 12:00:00,-3.4,0.0,302.35,4.35,1022.8,1028.0,33.4,2.25,3540.0
2021-02-02 13:00:00,-3.2,0.0,298.75,5.4,1022.1,1027.25,35.0,2.1999999999999993,3540.0
2021-02-02 14:00:00,-3.1,0.0,273.25,4.45,1021.6,1026.7,40.95,1.8599999999999994,3540.0
2021-02-02 15:00:00,-3.4,0.0,277.45,4.45,1021.5,1026.6,48.0,1.370000000000001,3540.0
2021-02-02 16:00:00,-3.4,0.0,271.05,3.9,1021.55,1026.65,54.2,0.7400000000000002,3540.0
2021-02-02 17:00:00,-4.2,0.0,258.4,3.5,1021.2,1026.4,59.6,0.15000000000000036,2280.0
2021-02-02 18:00:00,-4.8,0.0,247.75,2.25,1021.2,1026.4,65.85,0.0,0.0
2021-02-02 19:00:00,-4.7,0.0,247.45,1.75,1021.0,1026.2,67.75,0.0,0.0
2021-02-02 20:00:00,-4.5,0.0,265.95,1.7,1021.25,1026.45,70.75,0.0,0.0
2021-02-02 21:00:00,-5.0,0.0,280.55,1.75,1021.8,1027.0,92.75,0.0,0.0
2021-02-02 22:00:00,-5.4,0.1,321.35,3.2,1022.4,1027.6,82.6,0.0,0.0
2021-02-02 23:00:00,-6.0,0.1,319.85,3.5,1023.0,1028.2,81.3,0.0,0.0
2021-02-03 00:00:00,-7.2,0.0,326.2,3.3,1023.5,1028.7,62.45,0.0,0.0
2021-02-03 01:00:00,-7.7,0.0,310.0,2.0,1023.8,1029.0,58.4,0.0,0.0
2021-02-03 02:00:00,-8.6,0.0,248.2,1.0,1024.2,1029.5,62.1,0.0,0.0
2021-02-03 03:00:00,-9.0,0.0,230.05,1.25,1024.1,1029.4,63.1,0.0,0.0
2021-02-03 04:00:00,-9.7,0.0,264.6,0.9,1024.0,1029.3,68.5,0.0,0.0
2021-02-03 05:00:00,-10.0,0.0,300.15,0.6,1024.0,1029.3,71.85,0.0,0.0
2021-02-03 06:00:00,-9.7,0.0,0.0,0.0,1024.0,1029.3,73.45,0.0,0.0
2021-02-03 07:00:00,-9.5,0.0,117.9,0.8,1024.0,1029.3,76.7,0.01,480.0
2021-02-03 08:00:00,-7.85,0.0,144.0,1.5,1024.1,1029.4,69.5,0.41,3540.0
2021-02-03 09:00:00,-6.3,0.0,143.35000000000002,2.0,1023.9,1029.1,63.8,1.05,3540.0
2021-02-03 10:00:00,-4.6,0.0,152.1,2.0,1023.6,1028.8,61.3,1.6199999999999999,3540.0
2021-02-03 11:00:00,-3.0,0.0,139.55,1.9,1022.8,1027.9,56.1,1.9800000000000004,3540.0
2021-02-03 12:00:00,-1.6,0.0,199.05,1.9,1021.7,1026.8,54.9,2.1799999999999997,3540.0
2021-02-03 13:00:00,-0.1,0.0,225.6,2.95,1021.2,1026.3,54.6,2.1500000000000004,3540.0
2021-02-03 14:00:00,0.9,0.0,256.75,3.1,1020.4,1025.5,54.4,1.6799999999999997,3540.0
2021-02-03 15:00:00,1.2,0.0,248.14999999999998,3.7,1019.8,1024.9,57.650000000000006,0.9399999999999995,2880.0
2021-02-03 16:00:00,1.0,0.0,224.75,3.3499999999999996,1019.5,1024.5,63.4,0.46000000000000085,1740.0
2021-02-03 17:00:00,0.8,0.0,202.10000000000002,2.3,1019.1,1024.2,63.75,0.129999999999999,960.0
2021-02-03 18:00:00,0.8,0.0,173.25,2.1,1018.7,1023.8,66.1,0.0,0.0
2021-02-03 19:00:00,0.3,0.0,170.35000000000002,2.95,1017.6,1022.7,69.25,0.0,0.0
2021-02-03 20:00:00,0.1,0.0,145.2,1.6,1017.3,1022.4,72.4,0.0,0.0
2021-02-03 21:00:00,-0.2,0.0,139.05,1.2,1016.9,1022.0,79.5,0.0,0.0
2021-02-03 22:00:00,-1.2,2.3499999999999996,192.6,1.4,1017.1,1022.2,99.75,0.0,0.0
2021-02-03 23:00:00,-0.9,3.8,195.8,2.2,1016.3,1021.4,99.9,0.0,0.0
2021-02-04 00:00:00,-0.1,0.25,275.2,2.8,1016.8,1021.9,99.9,0.0,0.0
2021-02-04 01:00:00,0.6,1.6,301.15,3.1500000000000004,1017.2,1022.2,99.9,0.0,0.0
2021-02-04 02:00:00,-0.9,1.6,312.8,4.25,1018.9,1024.0,65.3,0.0,0.0
2021-02-04 03:00:00,-3.4,1.6,313.1,3.5,1020.1,1025.2,64.65,0.0,0.0
2021-02-04 04:00:00,-4.55,1.6,314.0,3.6,1021.0,1026.2,60.650000000000006,0.0,0.0
2021-02-04 05:00:00,-5.6,1.6,299.79999999999995,4.4,1021.7,1026.9,54.1,0.0,0.0
2021-02-04 06:00:00,-6.4,1.6,301.8,2.6,1022.7,1027.9,59.5,0.0,0.0
2021-02-04 07:00:00,-7.5,1.6,200.2,1.55,1023.6,1028.8,62.650000000000006,0.03,840.0
2021-02-04 08:00:00,-6.2,1.6,265.35,0.8,1024.3,1029.5,54.05,0.65,3540.0
2021-02-04 09:00:00,-5.3,1.6,303.0,2.1500000000000004,1024.8,1030.0,47.5,1.06,3540.0
2021-02-04 10:00:00,-4.7,1.6,310.5,2.7,1025.0,1030.2,43.7,0.73,3540.0
2021-02-04 11:00:00,-3.8,1.6,279.6,2.6,1025.1,1030.3,39.9,0.5700000000000003,3540.0
2021-02-04 12:00:00,-2.9,1.6,282.65,2.6500000000000004,1024.8,1030.0,37.55,0.8400000000000003,3540.0
2021-02-04 13:00:00,-1.9,1.6,301.85,2.7,1024.2,1029.3,36.75,2.0399999999999996,3540.0
2021-02-04 14:00:00,-1.2,1.6,302.0,2.8,1023.5,1028.6,35.8,1.9799999999999995,3540.0
2021-02-04 15:00:00,-0.4,1.6,281.3,2.1,1023.0,1028.1,35.0,1.4899999999999984,3540.0
2021-02-04 16:00:00,0.0,1.6,252.4,1.6,1022.6,1027.7,36.95,0.8200000000000003,3480.0
2021-02-04 17:00:00,-0.9,1.6,254.3,2.0,1022.1,1027.2,45.2,0.15999999999999837,2580.0
2021-02-04 18:00:00,-2.2,1.6,272.95000000000005,2.7,1022.8,1027.9,47.7,0.0,0.0
2021-02-04 19:00:00,-3.8,1.6,250.8,1.6,1023.1,1028.3,59.55,0.0,0.0
2021-02-04 20:00:00,-4.4,1.6,227.14999999999998,0.55,1022.6,1027.8,61.9,0.0,0.0
2021-02-04 21:00:00,-4.6,1.6,113.2,0.7,1022.3,1027.5,68.0,0.0,0.0
2021-02-04 22:00:00,-5.6,1.6,0.0,0.0,1022.1,1027.3,75.4,0.0,0.0
2021-02-04 23:00:00,-6.45,1.6,250.3,0.5,1021.9,1027.1,78.6,0.0,0.0
2021-02-05 00:00:00,-6.1,0.0,133.45,1.55,1022.1,1027.3,80.45,0.0,0.0
2021-02-05 01:00:00,-6.05,0.0,128.9,1.65,1021.8,1027.0,80.3,0.0,0.0
2021-02-05 02:00:00,-5.0,0.0,132.5,1.1,1021.6,1026.8,76.75,0.0,0.0
2021-02-05 03:00:00,-5.6,0.0,103.55000000000001,0.8,1021.2,1026.4,76.45,0.0,0.0
2021-02-05 04:00:00,-5.5,0.0,132.3,1.2,1020.4,1025.6,74.8,0.0,0.0
2021-02-05 05:00:00,-5.7,0.0,135.5,0.5,1019.7,1024.9,75.7,0.0,0.0
2021-02-05 06:00:00,-5.8,0.0,133.25,1.2,1019.2,1024.4,78.1,0.0,0.0
2021-02-05 07:00:00,-5.2,0.0,142.65,1.2,1019.0,1024.2,77.8,0.0,0.0
2021-02-05 08:00:00,-4.4,0.0,125.75,1.4,1018.7,1023.9,78.7,0.33,0.0
2021-02-05 09:00:00,-1.35,0.0,133.89999999999998,1.05,1018.6,1023.7,73.2,0.75,1740.0
2021-02-05 10:00:00,-0.2,0.0,132.7,1.7,1018.6,1023.7,69.55,1.0499999999999998,1740.0
2021-02-05 11:00:00,1.35,0.0,138.8,2.5,1018.2,1023.2,68.6,1.62,3540.0
2021-02-05 12:00:00,2.8,0.0,142.85,2.75,1017.1,1022.1,68.0,1.7099999999999995,3480.0
2021-02-05 13:00:00,4.2,0.0,144.85,1.95,1016.0,1021.0,67.3,1.4400000000000004,3060.0
2021-02-05 14:00:00,5.5,0.0,161.35000000000002,2.0,1015.0,1019.9,65.6,1.3499999999999996,3180.0
2021-02-05 15:00:00,6.4,0.0,239.95,1.9,1014.25,1019.1500000000001,66.05,0.8999999999999986,2340.0
2021-02-05 16:00:00,6.05,0.0,249.7,2.9,1013.9,1018.8,67.7,0.4499999999999993,0.0
2021-02-05 17:00:00,4.7,0.0,248.95,1.8,1013.5,1018.45,74.05,0.08999999999999986,0.0
2021-02-05 18:00:00,3.75,0.0,258.5,1.2,1013.7,1018.7,78.4,0.0,0.0
2021-02-05 19:00:00,2.8499999999999996,0.0,249.45,1.4,1013.7,1018.7,83.1,0.0,0.0
2021-02-05 20:00:00,2.1,0.0,116.05000000000001,1.9,1013.5,1018.5,86.95,0.0,0.0
2021-02-05 21:00:00,2.95,0.0,106.19999999999999,1.35,1013.6,1018.6,68.6,0.0,0.0
2021-02-05 22:00:00,3.2,0.0,116.15,1.0,1013.5,1018.5,56.45,0.0,0.0
2021-02-05 23:00:00,2.9,0.0,124.44999999999999,1.0,1013.2,1018.2,56.349999999999994,0.0,0.0
2021-02-06 00:00:00,2.25,0.0,117.1,1.2,1012.9,1017.9,60.099999999999994,0.0,0.0
2021-02-06 01:00:00,1.7,0.0,124.8,1.35,1012.5,1017.5,65.0,0.0,0.0
2021-02-06 02:00:00,1.6,0.0,120.1,1.2,1012.2,1017.2,66.0,0.0,0.0
2021-02-06 03:00:00,2.1,0.0,106.1,0.7,1011.8,1016.8,67.6,0.0,0.0
2021-02-06 04:00:00,1.9,0.0,133.14999999999998,0.6,1011.4,1016.4,72.7,0.0,0.0
2021-02-06 05:00:00,2.2,0.0,109.9,1.3,1011.1,1016.1,73.0,0.0,0.0
2021-02-06 06:00:00,2.6,0.0,125.35,1.4,1011.0,1016.0,75.75,0.0,0.0
2021-02-06 07:00:00,2.9,0.0,104.9,1.1,1011.0,1016.0,79.95,0.0,0.0
2021-02-06 08:00:00,3.5,0.0,110.75,1.3,1011.3,1016.3,81.7,0.15,0.0
2021-02-06 09:00:00,4.0,0.0,122.4,1.3,1011.2,1016.1,81.8,0.41999999999999993,0.0
2021-02-06 10:00:00,5.4,0.0,141.5,1.75,1011.4,1016.3,77.9,0.67,0.0
2021-02-06 11:00:00,6.9,0.0,139.65,1.8,1011.2,1016.1,77.7,1.15,1860.0
2021-02-06 12:00:00,8.9,0.0,215.5,2.55,1010.8,1015.6,77.4,1.02,960.0
2021-02-06 13:00:00,9.5,0.0,248.35000000000002,3.55,1010.2,1015.0,75.4,1.2100000000000004,2340.0
2021-02-06 14:00:00,9.7,0.0,249.1,3.2,1009.6,1014.4,75.9,1.0599999999999996,1980.0
2021-02-06 15:00:00,9.8,0.0,247.75,3.8,1009.8,1014.6,76.5,0.7299999999999995,1080.0
2021-02-06 16:00:00,9.0,0.0,239.0,4.55,1010.1,1014.9,79.4,0.3899999999999997,480.0
2021-02-06 17:00:00,8.1,0.0,228.5,2.8,1010.0,1014.9,83.7,0.08000000000000007,0.0
2021-02-06 18:00:00,8.0,0.0,201.9,2.05,1010.0,1014.9,84.9,0.0,0.0
2021-02-06 19:00:00,7.7,0.0,175.5,1.3,1010.2,1015.1,85.3,0.0,0.0
2021-02-06 20:00:00,7.3,0.0,158.55,1.55,1010.5,1015.4,88.4,0.0,0.0
2021-02-06 21:00:00,7.4,0.0,240.45,1.3,1010.8,1015.7,89.25,0.0,0.0
2021-02-06 22:00:00,7.7,0.0,233.5,2.2,1011.5,1016.4,91.4,0.0,0.0
2021-02-06 23:00:00,7.4,0.0,241.45,2.4,1011.7,1016.6,93.5,0.0,0.0
2021-02-07 00:00:00,7.0,0.0,254.35,1.35,1012.3,1017.2,94.1,0.0,0.0
2021-02-07 01:00:00,6.7,0.0,264.8,2.25,1012.6,1017.5,93.9,0.0,0.0
2021-02-07 02:00:00,6.1,0.0,271.25,1.9,1013.4,1018.3,95.5,0.0,0.0
2021-02-07 03:00:00,5.6,0.0,287.54999999999995,1.5,1013.6,1018.5,94.3,0.0,0.0
2021-02-07 04:00:00,5.2,0.0,240.85,0.6,1013.8499999999999,1018.75,94.4,0.0,0.0
2021-02-07 05:00:00,4.9,0.0,250.35000000000002,0.8,1014.0,1018.9,96.3,0.0,0.0
2021-02-07 06:00:00,3.8,0.0,292.5,1.2,1014.2,1019.2,99.3,0.0,0.0
2021-02-07 07:00:00,2.8499999999999996,0.0,255.15,1.4,1015.2,1020.2,99.9,0.0,0.0
2021-02-07 08:00:00,2.5,0.0,261.15,1.4,1016.3,1021.3,99.9,0.23,0.0
2021-02-07 09:00:00,2.8,0.0,291.5,1.95,1016.6500000000001,1021.6500000000001,99.9,0.39,0.0
2021-02-07 10:00:00,2.7,0.0,275.20000000000005,2.0,1017.0,1022.0,99.9,0.4700000000000001,0.0
2021-02-07 11:00:00,3.75,0.0,277.45,2.1500000000000004,1017.5,1022.5,99.9,1.1499999999999997,1680.0
2021-02-07 12:00:00,5.1,0.0,250.0,3.3,1016.9,1021.9,90.35,1.8599999999999999,3540.0
2021-02-07 13:00:00,5.5,0.0,260.15,3.3,1016.4,1021.4,84.35,1.8899999999999997,3540.0
2021-02-07 14:00:00,5.8,0.0,264.55,3.75,1016.3,1021.3,78.1,1.7000000000000002,3540.0
2021-02-07 15:00:00,6.0,0.0,262.35,3.9,1016.4,1021.3,69.55,1.2799999999999994,3540.0
2021-02-07 16:00:00,5.7,0.0,259.85,4.8,1016.8,1021.7,59.599999999999994,0.7000000000000011,3540.0
2021-02-07 17:00:00,4.35,0.0,268.7,4.2,1017.1,1022.1,47.8,0.16999999999999993,2280.0
2021-02-07 18:00:00,2.95,0.0,264.25,3.9,1018.0,1023.0,50.55,0.0,0.0
2021-02-07 19:00:00,2.1,0.0,269.4,3.5,1018.8,1023.8,54.7,0.0,0.0
2021-02-07 20:00:00,0.9,0.0,270.4,2.5,1019.0,1024.1,61.75,0.0,0.0
2021-02-07 21:00:00,0.4,0.0,298.79999999999995,4.2,1019.3,1024.4,54.4,0.0,0.0
2021-02-07 22:00:00,-0.95,0.0,303.65,3.7,1019.8,1024.9,49.85,0.0,0.0
2021-02-07 23:00:00,-1.8,0.0,312.6,2.0,1020.3,1025.4,54.8,0.0,0.0
2021-02-08 00:00:00,-2.3,0.0,301.35,2.6,1020.8,1025.9,57.8,0.0,0.0
2021-02-08 01:00:00,-2.6,0.0,303.85,1.8,1020.7,1025.8,56.7,0.0,0.0
2021-02-08 02:00:00,-2.9,0.0,303.79999999999995,2.2,1021.0,1026.1,57.150000000000006,0.0,0.0
2021-02-08 03:00:00,-3.2,0.0,302.8,2.25,1021.0,1026.1,57.7,0.0,0.0
2021-02-08 04:00:00,-3.5,0.0,307.95,2.45,1020.9,1026.0,57.4,0.0,0.0
2021-02-08 05:00:00,-3.9,0.0,301.35,1.8,1021.05,1026.25,57.75,0.0,0.0
2021-02-08 06:00:00,-4.3,0.0,300.6,1.7,1021.4,1026.6,57.650000000000006,0.0,0.0
2021-02-08 07:00:00,-4.4,0.0,297.5,3.5,1022.45,1027.65,55.849999999999994,0.02,480.0
2021-02-08 08:00:00,-4.2,0.0,298.1,4.85,1023.5,1028.7,52.5,0.48,3540.0
2021-02-08 09:00:00,-3.45,0.0,301.9,5.6,1024.3,1029.5,43.55,1.18,3540.0
2021-02-08 10:00:00,-2.4,0.0,300.85,5.25,1024.6,1029.7,36.95,1.7600000000000002,3540.0
2021-02-08 11:00:00,-1.6,0.0,312.0,5.8,1024.9,1030.0,33.5,2.1500000000000004,3540.0
2021-02-08 12:00:00,-1.1,0.0,306.25,5.8,1024.7,1029.8,33.2,2.339999999999999,3540.0
2021-02-08 13:00:00,-0.7,0.0,304.35,5.6,1024.3,1029.4,32.8,2.2699999999999996,3540.0
2021-02-08 14:00:00,0.0,0.0,294.15,4.9,1024.1,1029.2,32.9,2.0199999999999996,3540.0
2021-02-08 15:00:00,0.1,0.0,291.1,4.6,1023.9,1029.0,34.4,1.5099999999999998,3540.0
2021-02-08 16:00:00,-0.1,0.0,292.95,4.4,1023.8,1028.9,36.8,0.8899999999999988,3540.0
2021-02-08 17:00:00,-0.6,0.0,292.0,4.1,1023.9,1029.0,37.5,0.23000000000000043,3480.0
2021-02-08 18:00:00,-1.4,0.0,281.5,3.1,1024.1,1029.2,40.8,0.0,0.0
2021-02-08 19:00:00,-1.7,0.0,290.35,3.45,1024.4,1029.5,41.55,0.0,0.0
2021-02-08 20:00:00,-2.2,0.0,289.75,2.7,1024.5,1029.6,42.2,0.0,0.0
2021-02-08 21:00:00,-2.9,0.0,314.2,2.3499999999999996,1024.9,1030.1,46.0,0.0,0.0
2021-02-08 22:00:00,-3.4,0.0,313.04999999999995,2.75,1025.25,1030.45,47.7,0.0,0.0
2021-02-08 23:00:00,-3.8,0.0,308.45,2.9,1025.6,1030.8,48.7,0.0,0.0
2021-02-09 00:00:00,-4.2,0.0,311.35,1.8,1025.8,1031.0,49.7,0.0,0.0
2021-02-09 01:00:00,-5.0,0.0,36.7,0.5,1025.8,1031.0,54.05,0.0,0.0
2021-02-09 02:00:00,-5.35,0.0,214.9,0.45,1025.5,1030.7,56.55,0.0,0.0
2021-02-09 03:00:00,-5.6,0.0,200.05,0.7,1025.45,1030.65,59.55,0.0,0.0
2021-02-09 04:00:00,-6.6,0.0,0.0,0.0,1025.0,1030.2,68.4,0.0,0.0
2021-02-09 05:00:00,-6.6,0.0,72.0,1.0,1024.8,1030.0,70.55,0.0,0.0
2021-02-09 06:00:00,-6.9,0.0,0.0,0.1,1024.5,1029.7,73.6,0.0,0.0
2021-02-09 07:00:00,-6.6,0.0,104.25,0.55,1025.0,1030.2,75.85,0.02,480.0
2021-02-09 08:00:00,-4.35,0.0,113.35,0.5,1025.1,1030.3,65.05000000000001,0.49,3540.0
2021-02-09 09:00:00,-2.25,0.0,202.5,1.0,1025.6,1030.7,62.5,1.15,3540.0
2021-02-09 10:00:00,-0.5,0.0,212.64999999999998,1.2,1025.7,1030.8,55.95,1.6800000000000002,3540.0
2021-02-09 11:00:00,0.8500000000000001,0.0,294.1,2.2,1025.4,1030.5,47.2,2.09,3540.0
2021-02-09 12:00:00,2.0,0.0,278.3,2.2,1024.75,1029.85,42.5,2.29,3540.0
2021-02-09 13:00:00,3.0,0.0,276.7,3.25,1024.2,1029.2,36.0,2.2600000000000007,3540.0
2021-02-09 14:00:00,3.2,0.0,282.9,4.05,1023.3499999999999,1028.35,34.25,1.9600000000000009,3540.0
2021-02-09 15:00:00,3.55,0.0,269.20000000000005,3.2,1022.9,1027.9,38.349999999999994,1.4900000000000002,3540.0
2021-02-09 16:00:00,3.5,0.0,279.3,2.6,1022.4,1027.4,40.3,0.8499999999999996,3540.0
2021-02-09 17:00:00,2.8,0.0,289.7,2.4,1022.4,1027.4,48.8,0.22000000000000064,3060.0
2021-02-09 18:00:00,1.9,0.0,266.75,1.9,1022.4,1027.4,51.4,0.0,0.0
2021-02-09 19:00:00,0.25,0.0,259.65,0.9,1022.3,1027.4,57.3,0.0,0.0
2021-02-09 20:00:00,-0.4,0.0,0.0,0.1,1022.5,1027.6,56.9,0.0,0.0
2021-02-09 21:00:00,-0.4,0.0,166.55,0.7,1022.5,1027.6,59.0,0.0,0.0
2021-02-09 22:00:00,-1.3,0.0,75.75,0.9,1022.8,1027.9,63.65,0.0,0.0
2021-02-09 23:00:00,-1.6,0.0,148.5,1.3,1022.8,1027.9,69.5,0.0,0.0
2021-02-10 00:00:00,-1.8,0.0,119.1,1.0,1022.9,1028.0,70.3,0.0,0.0
2021-02-10 01:00:00,-1.9,0.0,113.75,0.9,1022.6,1027.7,69.55,0.0,0.0
2021-02-10 02:00:00,-3.1,0.0,106.1,0.1,1022.2,1027.3,75.0,0.0,0.0
2021-02-10 03:00:00,-3.2,0.0,117.0,0.7,1021.45,1026.55,76.9,0.0,0.0
2021-02-10 04:00:00,-2.5,0.0,117.1,1.2,1021.1,1026.2,76.7,0.0,0.0
2021-02-10 05:00:00,-2.3,0.0,126.95,1.2,1020.7,1025.8,75.9,0.0,0.0
2021-02-10 06:00:00,-1.8,0.0,0.0,0.0,1020.7,1025.8,74.1,0.0,0.0
2021-02-10 07:00:00,-1.6,0.0,79.15,0.4,1020.9,1026.0,75.35,0.0,0.0
2021-02-10 08:00:00,-1.0,0.0,90.65,0.15000000000000002,1021.0,1026.1,75.6,0.2,0.0
2021-02-10 09:00:00,0.7,0.0,145.05,1.6,1021.3,1026.4,74.3,0.52,300.0
2021-02-10 10:00:00,2.1500000000000004,0.0,141.05,2.0,1021.2,1026.2,73.35,0.8600000000000001,1080.0
2021-02-10 11:00:00,3.6500000000000004,0.0,161.35,1.8,1021.3,1026.3,72.25,1.0099999999999998,240.0
2021-02-10 12:00:00,5.0,0.0,134.60000000000002,1.7,1020.7,1025.7,69.2,1.1800000000000002,1200.0
2021-02-10 13:00:00,6.3,0.0,240.05,1.2,1019.75,1024.65,68.8,0.8199999999999998,0.0
2021-02-10 14:00:00,6.7,0.0,252.55,2.2,1019.3,1024.2,70.05,0.5099999999999998,0.0
2021-02-10 15:00:00,7.0,0.0,268.25,2.3,1019.2,1024.1,69.9,0.47999999999999954,720.0
2021-02-10 16:00:00,7.05,0.0,277.9,2.4,1019.3,1024.2,67.9,0.3000000000000007,0.0
2021-02-10 17:00:00,6.5,0.0,268.75,2.2,1019.3,1024.2,71.65,0.10999999999999943,0.0
2021-02-10 18:00:00,5.0,0.0,264.9,0.9,1019.7,1024.7,78.5,0.0,0.0
2021-02-10 19:00:00,4.0,0.0,259.35,1.2,1020.0,1025.0,84.2,0.0,0.0
2021-02-10 20:00:00,3.7,0.0,259.0,1.1,1020.6,1025.6,88.4,0.0,0.0
2021-02-10 21:00:00,3.5,0.0,243.3,0.35,1021.0,1026.0,90.35,0.0,0.0
2021-02-10 22:00:00,2.6,0.0,224.60000000000002,0.7,1021.3,1026.3,93.45,0.0,0.0
2021-02-10 23:00:00,2.8,0.0,120.4,0.4,1021.45,1026.45,94.7,0.0,0.0
2021-02-11 00:00:00,2.6,0.0,25.65,0.15000000000000002,1021.9,1026.9,95.3,0.0,0.0
2021-02-11 01:00:00,2.5,0.0,111.8,1.0,1021.4,1026.4,95.5,0.0,0.0
2021-02-11 02:00:00,2.3,0.0,122.35,0.25,1021.0,1026.0,96.15,0.0,0.0
2021-02-11 03:00:00,1.3,0.0,258.79999999999995,0.6,1020.8,1025.8,98.85,0.0,0.0
2021-02-11 04:00:00,0.25,0.0,293.65,0.5,1021.1,1026.2,99.9,0.0,0.0
2021-02-11 05:00:00,-0.95,0.0,287.0,0.5,1021.2,1026.3,99.9,0.0,0.0
2021-02-11 06:00:00,-0.9,0.0,309.8,0.5,1021.4,1026.5,99.9,0.0,0.0
2021-02-11 07:00:00,-0.8,0.0,299.95000000000005,0.7,1021.9,1027.0,99.9,0.0,0.0
2021-02-11 08:00:00,0.0,0.0,159.25,0.2,1022.3,1027.4,99.9,0.26,120.0
2021-02-11 09:00:00,3.1,0.0,88.7,0.1,1022.6,1027.7,99.9,0.8300000000000001,3120.0
2021-02-11 10:00:00,5.2,0.0,112.6,1.1,1023.0,1028.0,78.7,1.44,3540.0
2021-02-11 11:00:00,6.3,0.0,106.05000000000001,1.7,1022.4,1027.4,73.9,1.7999999999999998,3540.0
2021-02-11 12:00:00,8.05,0.0,102.1,1.8,1021.5,1026.4,63.2,1.9000000000000004,3540.0
2021-02-11 13:00:00,9.350000000000001,0.0,105.7,1.8,1020.4,1025.3,58.1,1.8500000000000005,3540.0
2021-02-11 14:00:00,10.7,0.0,118.4,1.8,1019.2,1024.1,51.25,1.7699999999999996,3540.0
2021-02-11 15:00:00,10.9,0.0,212.95,1.3,1019.1,1024.0,48.4,1.040000000000001,3060.0
2021-02-11 16:00:00,10.8,0.0,206.65,1.0,1018.7,1023.6,47.650000000000006,0.5400000000000009,840.0
2021-02-11 17:00:00,9.95,0.0,251.5,1.5,1018.7,1023.6,52.3,0.11999999999999922,0.0
2021-02-11 18:00:00,6.95,0.0,254.75,0.9,1019.1,1024.0,68.6,0.0,0.0
2021-02-11 19:00:00,5.7,0.0,289.35,0.7,1019.4,1024.4,73.3,0.0,0.0
2021-02-11 20:00:00,4.6,0.0,276.9,0.9,1019.6,1024.6,78.5,0.0,0.0
2021-02-11 21:00:00,3.7,0.0,266.15,0.7,1019.9,1024.9,81.8,0.0,0.0
2021-02-11 22:00:00,2.2,0.0,290.55,1.3,1020.1,1025.1,89.05,0.0,0.0
2021-02-11 23:00:00,1.5,0.0,289.3,0.9,1020.0,1025.1,91.7,0.0,0.0
2021-02-12 00:00:00,0.45,0.0,294.55,0.9,1019.9,1025.0,95.45,0.0,0.0
2021-02-12 01:00:00,0.3,0.0,282.75,0.7,1020.0,1025.1,96.9,0.0,0.0
2021-02-12 02:00:00,0.5,0.0,0.0,0.0,1020.2,1025.3,96.9,0.0,0.0
2021-02-12 03:00:00,0.4,0.0,90.1,0.6,1020.4,1025.5,97.7,0.0,0.0
2021-02-12 04:00:00,-0.2,0.0,0.0,0.0,1020.1,1025.2,99.0,0.0,0.0
2021-02-12 05:00:00,-0.9,0.0,302.04999999999995,0.9,1020.0,1025.1,99.8,0.0,0.0
2021-02-12 06:00:00,-1.1,0.0,234.25,0.2,1019.8,1024.9,99.8,0.0,0.0
